 CNTY , CONAME ,TOTPOP,POPRANK,POPSQMI,POPANGNO,POPANGPC,POPBLNO,POPBLPCT,POPHISNO,POPHISPC,POPOTHNO,POPOTHPC,POP04TOT,POP04F,POP04M,POP04PCT,POP514TO,POP514F,POP514M,POP514PC,POP1544T,POP1544F,POP1544M,POP1544PC,POP4564T,POP4564F,POP4564M,POP4564PC,POP65T,POP65F,POP65M,POP65PC,POPTFNO,POPTMNO,POPTFMPC,POPTMPC, UNEMPRT , TANFRECP ,FSPARTIC, PCPI , MCELIG , LIVEBIR ,ADBIRNO, ADBIRPCT ,UNWEDNO, UNWEDPCT , LBWNO , LBWPCT ,PRNTNO, PREPCT ,FERTILRT,TBNO,TBRATE,SYPHNO, SYPHRATE ,GONNO, GONRATE ,CHLAMNO,CHLAMRTE,PERTNO, PERTRATE ,VARICNO, VARICRTE ,AIDSNO, AIDSRATE , ALLDEANO ,ALLDEART,CDDEANO,CDDEART,HRTDEANO,HRTDEART,STRDEANO,STRDEART,CANDEANO, CANDEART ,LNGCANDN, LNGCANDR ,BRCANDN, BRCANDR ,COPDDN, COPDDR ,DIADEANO, DIADEART ,INFDEANO, INFDEART ,FTLDEANO,FTLDEART,ACCDEANO, ACCDEART ,MVDEANO, MVDEART ,HMIDEANO, HMIDEART ,SUIDEANO, SUIDEART , POVTOT ,PopUniv_Tot, POVPCT , POV017NO , PopUniv_LT18 , POV017PC , POVGT17N , PopUniv_18+ , POVGT17P , CHIP , Medbirth , Totbirth , MedbirthP , LaborForce , #UnEmp , UnEmp% ,PercapPop,PersInc, PercapInc ,AREA2,PreNatal,NOHILT65,NOHILT65POP,NOHILT65%,NOHI1864,NOHI1864POP,NOHILT18,NOHILT18POP,NOHILT18%,Alzheimer's,ALZDEART, FLUDEANO , FLUDEART , CLNDEANO , CLNDEART , PRSTDEANO , PRSTDEART , NEPHDEANO , NEPHDEART , LVRDEANO , LVVRDEART , SEPTDEANO , SEPTDEART ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 10 , Bandera County ,"20,245",118,25.6,"17,283",85.4%,66,0.3%,"2,721",13.4%,175,0.9%,958,468,490,4.7%,"2,296","1,142","1,154",11.3%,"6,788","3,398","3,390",33.5%,"6,721","3,471","3,250",33.2%,"3,482","1,724","1,758",17.2%,"10,203","10,042",50.4%,49.6%,3.9%,64,"1,428","$31,632","2,612", 170 ,9,5.3%,50,29.4%,16,9.4%,114,77.6%,50.0,0,---,0,---,4,19.8,5,24.7,0,---,10,49.4,0,---,190,769.2,#REF!,#REF!,43,166.0,8,---,51,191.9,17,---,2,---,9,---,7,---,0,---,0,---,18,---,7,---,0,---,2,---,"2,678","19,989",13.4%,956,"4,254",22.5%,"1,722","15,735",10.9%,186,79,177,44.6%,"9,616",371,3.9%,"20,112","636,182,784","$31,632",791.7,147,"5,522","16,804",33%,"4,416","12,494","1,106","4,310",25.7%,4,---,2,---,4,---,2,---,4,---,2,---,6,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 11 , Bastrop County ,"72,320",49,81.4,"44,747",61.9%,"5,731",7.9%,"21,134",29.2%,708,1.0%,"4,991","2,445","2,546",6.9%,"10,470","5,047","5,423",14.5%,"30,328","14,262","16,066",41.9%,"19,484","9,335","10,149",26.9%,"7,047","3,860","3,187",9.7%,"34,949","37,371",48.3%,51.7%,4.2%,258,"6,444","$26,011","12,028", 974 ,49,5.0%,401,41.2%,66,6.8%,593,64.9%,68.3,2,2.8,0,---,51,70.5,161,222.6,3,4.1,16,22.1,3,4.1,555,901.0,#REF!,#REF!,117,194.5,24,42.6,149,235.2,40,63.9,13,---,35,58.9,12,---,9,---,9,---,37,49.8,19,---,6,---,10,---,"8,814","69,880",12.6%,"3,322","18,496",18.0%,"5,492","51,384",10.7%,884,502,963,52.1%,"33,505","1,419",4.2%,"72,127","1,876,095,397","$26,011",888.4,914,"17,175","64,102",27%,"12,810","45,086","4,365","19,016",23.0%,18,---,11,---,15,---,6,---,10,---,10,---,17,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 12 , Baylor County ,"4,047",211,4.6,"3,445",85.1%,148,3.7%,411,10.2%,43,1.1%,226,103,123,5.6%,411,193,218,10.2%,"1,304",665,639,32.2%,"1,106",572,534,27.3%,"1,000",556,444,24.7%,"2,089","1,958",51.6%,48.4%,3.8%,15,488,"$26,746","1,002", 35 ,2,5.7%,13,37.1%,2,5.7%,27,77.1%,52.6,0,---,0,---,9,222.4,7,173.0,0,---,0,---,0,---,59,822.9,#REF!,#REF!,14,---,6,---,9,---,0,---,0,---,4,---,0,---,1,---,0,---,3,---,1,---,0,---,0,---,685,"3,776",18.1%,254,866,29.3%,431,"2,910",14.8%,56,40,45,88.9%,"2,032",78,3.8%,"3,848","102,918,608","$26,746",870.8,35,542,"2,878",19%,460,"2,070",82,808,10.1%,5,---,4,---,1,---,0,---,0,---,3,---,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 13 , Bee County ,"33,092",87,37.6,"10,945",33.1%,"3,036",9.2%,"18,850",57.0%,261,0.8%,"2,072","1,012","1,060",6.3%,"3,850","1,901","1,949",11.6%,"17,049","5,269","11,780",51.5%,"6,523","3,299","3,224",19.7%,"3,598","2,018","1,580",10.9%,"13,499","19,593",40.8%,59.2%,6.0%,205,"3,954","$20,887","7,145", 365 ,27,7.4%,195,53.4%,38,10.4%,131,62.4%,69.3,2,7.7,0,---,10,30.2,116,350.5,4,12.1,7,21.2,0,---,249,860.5,#REF!,#REF!,60,212.0,18,---,43,148.9,15,---,0,---,13,---,10,---,4,---,0,---,14,---,2,---,1,---,4,---,"5,492","24,463",22.5%,"1,940","6,599",29.4%,"3,552","17,864",19.9%,432,296,401,73.8%,"11,227",675,6.0%,"32,654","682,044,098","$20,887",880.1,210,"5,078","21,168",24%,"4,010","14,522","1,068","6,646",16.1%,8,---,14,---,7,---,1,---,17,---,5,---,8,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 14 , Bell County ,"274,881",17,259.4,"141,379",51.4%,"62,970",22.9%,"56,140",20.4%,"14,392",5.2%,"26,451","12,955","13,496",9.6%,"39,730","19,438","20,292",14.5%,"131,200","63,029","68,171",47.7%,"54,417","27,979","26,438",19.8%,"23,083","13,289","9,794",8.4%,"136,690","138,191",49.7%,50.3%,4.5%,"1,241","25,271","$34,414","43,634"," 6,194 ",205,3.3%,"1,981",32.0%,531,8.6%,"4,540",75.2%,98.3,10,3.6,7,2.5,872,317.2,"2,931",1066.3,5,1.8,48,17.5,5,1.8,"1,836",893.9,#REF!,#REF!,469,238.0,90,45.2,413,206.1,119,60.2,23,20.0,95,50.4,66,33.2,58,9.4,34,5.5,104,42.0,44,17.3,20,---,27,10.9,"36,167","266,482",13.6%,"16,654","85,127",19.6%,"19,513","181,355",10.8%,"1,850","1,927","5,828",33.1%,"119,038","5,411",4.5%,"277,773","9,559,280,022","$34,414","1,059.7","6,040","51,812","253,500",20%,"40,473","163,066","11,339","90,434",12.5%,49,25.6,29,15.1,36,18.4,27,36.0,27,13.3,32,15.0,29,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 15 , Bexar County ,"1,579,414",4,"1,266.8","496,885",31.5%,"123,902",7.8%,"911,181",57.7%,"47,446",3.0%,"127,590","62,604","64,986",8.1%,"228,499","111,793","116,706",14.5%,"703,229","349,596","353,633",44.5%,"356,852","186,450","170,402",22.6%,"163,244","95,346","67,898",10.3%,"805,789","773,625",51.0%,49.0%,4.2%,"8,190","182,360","$34,163","327,333"," 27,565 ","1,421",5.2%,"11,673",42.3%,"2,592",9.4%,"18,058",73.8%,78.8,72,4.6,153,9.7,"2,473",156.6,"8,087",512.0,42,2.7,683,43.2,222,14.1,"10,713",762.9,#REF!,#REF!,"2,519",181.5,600,43.6,"2,270",162.7,489,35.5,171,21.1,486,35.9,448,32.3,162,5.9,141,5.1,676,45.3,175,11.1,139,8.6,151,9.7,"254,880","1,557,589",16.4%,"102,413","443,239",23.1%,"152,467","1,114,350",13.7%,"21,170","16,602","27,374",60.6%,"736,324","30,878",4.2%,"1,590,146","54,324,157,798","$34,163","1,246.8","24,454","328,707","1,438,988",23%,"256,847","982,415","71,860","456,573",15.7%,265,19.6,171,12.4,214,15.4,109,21.3,232,17.0,224,15.4,183,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 16 , Blanco County ,"9,407",170,13.2,"7,774",82.6%,63,0.7%,"1,524",16.2%,46,0.5%,539,262,277,5.7%,"1,119",532,587,11.9%,"3,182","1,565","1,617",33.8%,"3,052","1,538","1,514",32.4%,"1,515",794,721,16.1%,"4,691","4,716",49.9%,50.1%,3.3%,1,400,"$37,135","1,065", 111 ,5,4.5%,37,33.3%,9,8.1%,63,62.4%,70.9,0,---,0,---,1,10.6,6,63.8,3,31.9,7,74.4,0,---,103,837.7,#REF!,#REF!,14,---,11,---,19,---,4,---,1,---,4,---,2,---,3,---,0,---,13,---,6,---,0,---,1,---,935,"8,861",10.6%,368,"2,163",17.0%,567,"6,698",8.5%,111,41,111,36.9%,"4,782",160,3.3%,"9,001","334,252,135","$37,135",711.2,101,"2,679","8,099",33%,"2,034","5,883",645,"2,216",29.1%,4,---,2,---,2,---,1,---,1,---,0,---,2,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 17 , Borden County ,700,251,0.8,602,86.0%,0,0.0%,96,13.7%,2,0.3%,29,13,16,4.1%,55,27,28,7.9%,247,126,121,35.3%,202,92,110,28.9%,167,81,86,23.9%,339,361,48.4%,51.6%,4.0%,0,5,"$31,604",28, 1 ,1,100.0%,0,0.0%,0,0.0%,1,100.0%,7.9,0,---,0,---,0,---,0,---,0,---,0,---,0,---,4,---,#REF!,#REF!,1,---,0,---,2,---,1,---,0,---,1,---,0,---,0,---,0,---,0,---,0,---,0,---,0,---,47,584,8.0%,8,89,9.0%,39,495,7.9%,5,0,0,0.0%,373,15,4.0%,584,"18,456,736","$31,604",898.8,1,141,499,28%,125,410,16,89,18.0%,0,---,0,---,0,---,0,---,0,---,0,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 18 , Bosque County ,"18,364",126,18.6,"15,045",81.9%,361,2.0%,"2,843",15.5%,115,0.6%,"1,096",532,564,6.0%,"2,216","1,065","1,151",12.1%,"6,262","3,071","3,191",34.1%,"5,078","2,565","2,513",27.7%,"3,712","2,004","1,708",20.2%,"9,237","9,127",50.3%,49.7%,4.3%,56,"1,646","$27,274","3,232", 222 ,12,5.4%,92,41.4%,14,6.3%,134,61.2%,72.3,1,5.4,0,---,10,54.5,21,114.4,1,5.4,1,5.4,2,10.9,272,943.2,#REF!,#REF!,61,207.5,13,---,66,239.2,22,79.7,3,---,16,---,7,---,0,---,1,---,12,---,4,---,0,---,1,---,"3,422","17,480",19.6%,995,"4,016",24.8%,"2,427","13,464",18.0%,252,136,215,63.3%,"8,198",356,4.3%,"17,823","486,104,502","$27,274",989.2,219,"3,575","14,121",25%,"2,852","10,176",723,"3,945",18.3%,15,---,22,68.5,6,---,6,---,7,---,2,---,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 19 , Bowie County ,"93,280",40,105.1,"62,944",67.5%,"23,412",25.1%,"5,643",6.0%,"1,281",1.4%,"6,012","2,947","3,065",6.4%,"11,527","5,700","5,827",12.4%,"38,268","17,243","21,025",41.0%,"24,511","11,936","12,575",26.3%,"12,962","7,568","5,394",13.9%,"45,394","47,886",48.7%,51.3%,4.8%,536,"11,006","$30,291","18,851"," 1,256 ",71,5.7%,643,51.2%,121,9.6%,630,57.0%,72.8,2,2.2,2,2.1,274,293.7,382,409.5,2,2.1,0,---,6,6.7,879,815.6,#REF!,#REF!,277,251.6,57,49.7,196,182.1,67,63.0,17,---,49,45.1,33,30.8,6,---,3,---,42,44.5,22,23.4,11,---,8,---,"15,155","84,699",17.9%,"5,049","21,334",23.7%,"10,106","63,365",15.9%,681,796,"1,276",62.4%,"43,072","2,060",4.8%,"91,439","2,769,778,749","$30,291",887.9,"1,105","14,731","74,745",20%,"11,883","53,008","2,848","21,737",13.1%,34,30.4,8,---,12,---,10,---,13,---,7,---,18,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 20 , Brazoria County ,"293,315",15,211.6,"176,593",60.2%,"26,776",9.1%,"79,840",27.2%,"10,106",3.4%,"21,947","10,755","11,192",7.5%,"43,749","21,395","22,354",14.9%,"125,165","58,320","66,845",42.7%,"75,985","36,358","39,627",25.9%,"26,469","14,440","12,029",9.0%,"141,268","152,047",48.2%,51.8%,4.5%,674,"15,851","$34,529","34,323"," 4,735 ",189,4.0%,"1,599",33.8%,432,9.1%,"2,780",64.2%,81.2,11,3.9,12,4.1,180,61.4,645,219.9,1,0.3,98,33.4,20,7.0,"1,882",861.0,#REF!,#REF!,478,229.9,97,49.0,449,194.0,145,62.0,36,27.5,103,48.2,54,23.5,29,6.1,20,---,103,39.0,42,15.1,20,---,28,9.8,"27,615","282,808",9.8%,"10,233","80,985",12.6%,"17,382","201,823",8.6%,"3,032","1,877","4,747",39.5%,"138,430","6,166",4.5%,"293,091","10,120,139,139","$34,529","1,386.4","4,327","67,263","265,461",25%,"50,380","180,604","16,883","84,857",19.9%,91,52.5,28,15.4,43,18.9,19,---,45,20.6,30,10.6,34,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 21 , Brazos County ,"169,263",23,288.9,"105,135",62.1%,"19,269",11.4%,"36,355",21.5%,"8,504",5.0%,"11,354","5,563","5,791",6.7%,"18,995","9,251","9,744",11.2%,"98,708","46,601","52,107",58.3%,"28,627","14,593","14,034",16.9%,"11,579","6,666","4,913",6.8%,"82,674","86,589",48.8%,51.2%,3.7%,514,"13,295","$26,147","23,425"," 2,780 ",128,4.6%,"1,061",38.2%,207,7.4%,"1,532",66.1%,59.7,9,5.4,3,1.8,291,171.9,725,428.3,2,1.2,52,30.7,14,8.3,750,728.9,#REF!,#REF!,163,166.5,42,43.2,171,167.1,53,52.2,12,---,32,33.4,36,34.9,9,---,5,---,44,34.1,19,---,5,---,11,---,"41,297","157,797",26.2%,"8,140","36,345",22.4%,"33,157","121,452",27.3%,"1,268","1,331","2,689",49.5%,"88,445","3,265",3.7%,"170,884","4,468,103,948","$26,147",585.8,"2,316","55,812","149,963",37%,"48,459","111,616","7,353","38,347",19.2%,31,32.9,20,20.1,20,18.4,5,---,11,---,8,---,13,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 22 , Brewster County ,"9,257",172,1.5,"4,703",50.8%,100,1.1%,"4,340",46.9%,114,1.2%,604,293,311,6.5%,953,464,489,10.3%,"3,912","1,924","1,988",42.3%,"2,378","1,202","1,176",25.7%,"1,410",738,672,15.2%,"4,621","4,636",49.9%,50.1%,3.4%,21,699,"$29,103","1,824", 111 ,3,2.7%,47,42.3%,4,3.6%,54,54.0%,57.7,0,---,0,---,4,43.2,36,388.9,0,---,13,140.4,0,---,65,614.0,#REF!,#REF!,14,---,9,---,16,---,3,---,0,---,4,---,0,---,0,---,0,---,2,---,1,---,0,---,0,---,"1,503","8,702",17.3%,423,"1,864",22.7%,"1,080","6,838",15.8%,57,59,116,50.9%,"5,238",177,3.4%,"9,238","268,853,514","$29,103","6,192.6",100,"2,449","7,444",33%,"2,066","5,505",383,"1,939",19.8%,3,---,3,---,2,---,2,---,2,---,2,---,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 23 , Briscoe County ,"1,576",241,1.8,"1,133",71.9%,40,2.5%,398,25.3%,5,0.3%,101,51,50,6.4%,200,113,87,12.7%,526,262,264,33.4%,400,189,211,25.4%,349,190,159,22.1%,805,771,51.1%,48.9%,4.3%,0,84,"$28,896",268, 15 ,0,0.0%,5,33.3%,2,13.3%,7,50.0%,57.3,0,---,0,---,0,---,2,126.9,0,---,0,---,0,---,19,---,#REF!,#REF!,4,---,0,---,4,---,1,---,1,---,3,---,2,---,0,---,0,---,1,---,0,---,0,---,0,---,229,"1,478",15.5%,87,338,25.7%,142,"1,140",12.5%,25,7,19,36.8%,715,31,4.3%,"1,473","42,563,808","$28,896",900.3,14,459,"1,159",40%,357,830,102,329,31.0%,0,---,0,---,0,---,0,---,1,---,0,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 24 , Brooks County ,"7,705",182,8.2,585,7.6%,4,0.1%,"7,093",92.1%,23,0.3%,676,327,349,8.8%,"1,173",572,601,15.2%,"2,926","1,456","1,470",38.0%,"1,797",911,886,23.3%,"1,133",654,479,14.7%,"3,920","3,785",50.9%,49.1%,5.4%,193,"2,553","$21,016","3,486", 144 ,17,11.8%,95,66.0%,19,13.2%,64,53.8%,98.9,0,---,0,---,8,103.8,30,389.4,0,---,3,38.9,0,---,85,1013.2,#REF!,#REF!,26,287.9,3,---,16,---,7,---,1,---,2,---,4,---,1,---,1,---,6,---,6,---,3,---,2,---,"2,274","7,526",30.2%,"1,009","2,160",46.7%,"1,265","5,366",23.6%,129,128,156,82.1%,"3,092",167,5.4%,"7,543","158,523,688","$21,016",943.3,119,"1,128","6,331",18%,951,"4,223",177,"2,108",8.4%,1,---,2,---,2,---,0,---,3,---,2,---,2,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 25 , Brown County ,"38,672",77,41.0,"29,438",76.1%,"1,655",4.3%,"7,235",18.7%,344,0.9%,"2,622","1,281","1,341",6.8%,"4,841","2,344","2,497",12.5%,"14,896","7,118","7,778",38.5%,"9,706","4,910","4,796",25.1%,"6,607","3,770","2,837",17.1%,"19,423","19,249",50.2%,49.8%,4.2%,271,"4,732","$26,171","8,595", 468 ,26,5.6%,201,42.9%,34,7.3%,253,56.7%,65.7,0,---,0,---,20,51.7,70,181.0,0,---,19,49.1,2,5.2,467,932.6,#REF!,#REF!,110,217.5,42,79.9,100,194.2,33,64.3,5,---,37,73.4,23,46.7,3,---,1,---,16,---,6,---,3,---,4,---,"6,832","36,212",18.9%,"2,348","8,750",26.8%,"4,484","27,462",16.3%,361,332,487,68.2%,"18,576",774,4.2%,"38,261","1,001,328,631","$26,171",943.9,446,"6,865","30,670",22%,"5,639","21,816","1,226","8,854",13.8%,13,---,12,---,10,---,7,---,5,---,3,---,5,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 26 , Burleson County ,"18,143",129,27.3,"12,264",67.6%,"2,731",15.1%,"3,056",16.8%,92,0.5%,"1,258",615,643,6.9%,"2,271","1,095","1,176",12.5%,"6,647","3,318","3,329",36.6%,"4,949","2,518","2,431",27.3%,"3,018","1,664","1,354",16.6%,"9,210","8,933",50.8%,49.2%,3.9%,85,"1,799","$28,960","3,162", 232 ,14,6.0%,112,48.3%,20,8.6%,134,66.0%,69.9,1,5.5,0,---,26,143.3,45,248.0,0,---,7,38.6,2,11.0,170,754.8,#REF!,#REF!,54,234.0,11,---,39,165.8,14,---,3,---,9,---,4,---,1,---,2,---,11,---,7,---,0,---,2,---,"2,573","16,444",15.6%,898,"3,913",22.9%,"1,675","12,531",13.4%,185,129,238,54.2%,"7,763",306,3.9%,"16,562","479,635,520","$28,960",665.5,203,"3,450","13,725",25%,"2,772","9,861",678,"3,864",17.5%,6,---,5,---,1,---,1,---,2,---,0,---,2,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 27 , Burnet County ,"42,472",70,42.6,"34,385",81.0%,534,1.3%,"7,228",17.0%,325,0.8%,"2,509","1,223","1,286",5.9%,"4,980","2,455","2,525",11.7%,"14,762","7,468","7,294",34.8%,"12,437","6,228","6,209",29.3%,"7,784","4,191","3,593",18.3%,"21,565","20,907",50.8%,49.2%,3.5%,68,"2,489","$33,413","5,826", 473 ,25,5.3%,160,33.8%,36,7.6%,276,60.5%,63.3,0,---,0,---,9,21.2,59,138.9,2,4.7,21,49.4,4,9.6,363,699.6,#REF!,#REF!,89,171.5,14,---,96,172.4,37,62.4,6,---,23,40.3,8,---,2,---,1,---,16,---,9,---,1,---,9,---,"4,267","42,548",10.0%,"1,691","9,517",17.8%,"2,576","33,031",7.8%,628,259,489,53.0%,"21,802",773,3.5%,"43,587","1,456,372,431","$33,413",996.0,456,"10,040","33,591",30%,"7,684","23,892","2,356","9,699",24.3%,11,---,8,---,9,---,7,---,2,---,7,---,3,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 28 , Caldwell County ,"35,756",80,65.5,"16,703",46.7%,"3,029",8.5%,"15,754",44.1%,270,0.8%,"2,673","1,311","1,362",7.5%,"5,046","2,424","2,622",14.1%,"15,447","7,495","7,952",43.2%,"8,440","4,148","4,292",23.6%,"4,150","2,362","1,788",11.6%,"17,740","18,016",49.6%,50.4%,4.5%,136,"3,901","$23,849","8,891", 534 ,38,7.1%,232,43.4%,49,9.2%,302,58.9%,71.2,1,2.9,1,2.8,47,131.4,102,285.3,1,2.8,19,53.1,2,5.8,328,912.5,#REF!,#REF!,70,198.9,15,---,69,195.5,18,---,3,---,19,---,13,---,2,---,3,---,22,59.7,13,---,2,---,4,---,"5,840","34,926",16.7%,"2,476","9,515",26.0%,"3,364","25,411",13.2%,560,312,509,61.3%,"15,469",700,4.5%,"36,600","872,873,400","$23,849",545.7,513,"8,303","31,343",26%,"6,557","21,763","1,746","9,580",18.2%,11,---,9,---,4,---,4,---,9,---,5,---,2,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 29 , Calhoun County ,"20,903",114,40.8,"10,237",49.0%,549,2.6%,"9,224",44.1%,893,4.3%,"1,578",765,813,7.5%,"3,116","1,486","1,630",14.9%,"7,987","3,923","4,064",38.2%,"5,224","2,548","2,676",25.0%,"2,998","1,574","1,424",14.3%,"10,296","10,607",49.3%,50.7%,4.5%,100,"2,147","$28,187","4,518", 309 ,23,7.4%,157,50.8%,26,8.4%,182,62.1%,78.8,1,4.8,1,4.8,10,47.8,26,124.4,37,177.0,0,---,0,---,203,909.8,#REF!,#REF!,50,222.8,17,---,44,188.2,10,---,3,---,7,---,7,---,3,---,1,---,21,99.1,10,---,0,---,0,---,"3,155","20,085",15.7%,"1,251","5,401",23.2%,"1,904","14,684",13.0%,257,188,305,61.6%,"9,281",419,4.5%,"20,257","570,984,059","$28,187",512.3,293,"4,391","17,426",25%,"3,482","11,968",909,"5,458",16.7%,11,---,3,---,2,---,5,---,2,---,5,---,2,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 30 , Callahan County ,"13,754",149,15.3,"12,618",91.7%,39,0.3%,945,6.9%,152,1.1%,784,382,402,5.7%,"1,663",813,850,12.1%,"4,940","2,500","2,440",35.9%,"3,825","1,958","1,867",27.8%,"2,542","1,403","1,139",18.5%,"7,056","6,698",51.3%,48.7%,3.5%,42,"1,091","$28,046","2,318", 156 ,6,3.8%,73,46.8%,15,9.6%,91,60.3%,62.4,0,---,0,---,2,14.5,17,123.6,0,---,1,7.3,0,---,148,803.0,#REF!,#REF!,39,204.5,7,---,34,184.6,9,---,1,---,13,---,4,---,1,---,0,---,10,---,5,---,1,---,2,---,"1,779","13,351",13.3%,622,"2,912",21.4%,"1,157","10,439",11.1%,179,76,165,46.1%,"6,951",241,3.5%,"13,446","377,106,516","$28,046",898.6,151,"2,713","11,109",24%,"2,216","8,193",497,"2,916",17.0%,4,---,4,---,2,---,0,---,2,---,3,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
